Beneficiary_Geographic_Level,Beneficiary_Geographic_Description,Beneficiary_Geographic_Code,Beneficiary_Age_Level,Beneficiary_Demographic_Level,Beneficiary_Demographic_Description,Beneficiary_Multiple_Chronic_Condition_Group,Prevalence,Total_Medicare_Standardized_Per_Capita_Spending,Total_Medicare_Per_Capita_Spending,Hospital_Readmission_Rate,"Emergency_Room_Visits_per_1,000_Beneficiaries"
State,California,06,<65,Dual Status,Medicare and Medicaid,4 to 5,0.1841,15852.6383,20274.9436,0.1673,1639.7517
State,California,06,<65,Dual Status,Medicare and Medicaid,6+,0.1589,42675.0104,55775.539,0.3266,3833.7971
State,California,06,All,All,All,0 to 1,0.3459,1903.5149,2200.227,0.0576,159.4891
State,California,06,All,All,All,2 to 3,0.282,5668.3769,6803.5012,0.0736,392.2562
State,California,06,All,All,All,4 to 5,0.2064,10719.7097,13329.6496,0.1081,715.531
State,California,06,All,All,All,6+,0.1656,30064.578,38790.6673,0.2363,1902.1314
State,California,06,All,Dual Status,Medicare Only,0 to 1,0.3767,1855.1556,2118.598,0.0463,113.1696
State,California,06,All,Dual Status,Medicare Only,2 to 3,0.2956,5522.874,6548.7305,0.0614,303.7984
State,California,06,All,Dual Status,Medicare Only,4 to 5,0.1982,10409.917,12811.1223,0.0954,596.0496
State,California,06,All,Dual Status,Medicare Only,6+,0.1294,27183.5175,34867.7141,0.2046,1592.4685
State,California,06,All,Dual Status,Medicare and Medicaid,0 to 1,0.2753,2055.0155,2455.9552,0.0764,304.5994
State,California,06,All,Dual Status,Medicare and Medicaid,2 to 3,0.2509,6060.8972,7490.7908,0.0991,630.8868
State,California,06,All,Dual Status,Medicare and Medicaid,4 to 5,0.2252,11344.1029,14374.7511,0.1306,956.348
State,California,06,All,Dual Status,Medicare and Medicaid,6+,0.2485,33500.0944,43468.587,0.2667,2271.3886
State,California,06,65+,Sex,Female,0 to 1,0.3169,2002.2413,2309.1766,0.0431,122.5626
State,California,06,65+,Sex,Female,2 to 3,0.297,5317.8852,6336.9648,0.056,325.3166
State,California,06,65+,Sex,Female,4 to 5,0.2136,9843.7041,12156.1682,0.09,635.0318
State,California,06,65+,Sex,Female,6+,0.1726,27088.4796,34804.7914,0.2099,1687.4063
State,California,06,<65,Sex,Female,0 to 1,0.4031,2649.1532,3070.3614,0.0793,399.4352
State,California,06,<65,Sex,Female,2 to 3,0.2833,8142.1858,9858.3773,0.1184,936.957
State,California,06,<65,Sex,Female,4 to 5,0.1759,14659.4624,18383.336,0.1519,1552.7697
State,California,06,<65,Sex,Female,6+,0.1377,37633.241,48862.6916,0.3033,3467.0663
State,California,06,All,Sex,Female,0 to 1,0.3278,2102.9453,2427.6693,0.0548,165.663
State,California,06,All,Sex,Female,2 to 3,0.2953,5660.9209,6764.6707,0.0688,399.6056
State,California,06,All,Sex,Female,4 to 5,0.2088,10357.2261,12820.194,0.1,732.8935
State,California,06,All,Sex,Female,6+,0.1682,28181.4922,36261.9568,0.2234,1871.8762
State,California,06,65+,Sex,Male,0 to 1,0.3504,1557.3234,1798.885,0.0476,111.1184
State,California,06,65+,Sex,Male,2 to 3,0.2697,5270.8918,6334.1702,0.0691,303.0731
State,California,06,65+,Sex,Male,4 to 5,0.2112,10371.1788,12901.8086,0.1033,578.0013
State,California,06,65+,Sex,Male,6+,0.1687,30458.5212,39320.4347,0.2309,1656.4728
State,California,06,<65,Sex,Male,0 to 1,0.4465,2207.0971,2570.7375,0.0847,309.052
State,California,06,<65,Sex,Male,2 to 3,0.2515,7749.4609,9497.9824,0.1116,787.9004
State,California,06,<65,Sex,Male,4 to 5,0.1679,15832.7697,20145.7906,0.1687,1391.0465
State,California,06,<65,Sex,Male,6+,0.1341,43607.7093,56972.5938,0.3266,3623.7092
State,California,06,All,Sex,Male,0 to 1,0.3671,1694.9146,1962.3267,0.0609,153.0313
State,California,06,All,Sex,Male,2 to 3,0.2665,5678.0543,6853.8997,0.0797,382.7172
State,California,06,All,Sex,Male,4 to 5,0.2037,11154.977,13941.3995,0.1175,694.6822
State,California,06,All,Sex,Male,6+,0.1627,32345.4771,41853.5832,0.2508,1938.7783
State,Colorado,08,65+,All,All,0 to 1,0.4256,2124.336,2174.1156,0.0398,137.7115
State,Colorado,08,65+,All,All,2 to 3,0.2911,6441.8644,6726.8708,0.0569,383.7871
State,Colorado,08,65+,All,All,4 to 5,0.1722,12237.763,12972.6052,0.0907,770.2864
State,Colorado,08,65+,All,All,6+,0.1111,29374.4258,31491.0023,0.1864,1866.2228
State,Colorado,08,65+,Dual Status,Medicare Only,0 to 1,0.4373,2148.9042,2196.9324,0.0384,131.7644
State,Colorado,08,65+,Dual Status,Medicare Only,2 to 3,0.2946,6386.0482,6661.3903,0.0548,361.4451
State,Colorado,08,65+,Dual Status,Medicare Only,4 to 5,0.1678,12208.8371,12927.0049,0.0912,729.7057
State,Colorado,08,65+,Dual Status,Medicare Only,6+,0.1003,28747.318,30716.02,0.1808,1739.7068
State,Colorado,08,65+,Dual Status,Medicare and Medicaid,0 to 1,0.3156,1803.7147,1876.3499,0.058,215.3226
State,Colorado,08,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2574,7043.7699,7432.9931,0.0768,624.717
State,Colorado,08,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2144,12450.9898,13308.746,0.0867,1069.4256
State,Colorado,08,65+,Dual Status,Medicare and Medicaid,6+,0.2126,32161.4933,34935.2713,0.2079,2428.5002
State,Colorado,08,<65,All,All,0 to 1,0.482,2693.9871,2691.5117,0.0639,415.6132
State,Colorado,08,<65,All,All,2 to 3,0.2709,8851.5374,9215.6204,0.1063,1077.1383
State,Colorado,08,<65,All,All,4 to 5,0.1454,16312.1406,17290.0662,0.1659,1948.3034
State,Colorado,08,<65,All,All,6+,0.1018,38736.2787,42181.1552,0.2733,3948.0401
State,Colorado,08,<65,Dual Status,Medicare Only,0 to 1,0.5515,2443.444,2331.0332,0.054,267.9572
State,Colorado,08,<65,Dual Status,Medicare Only,2 to 3,0.2517,8835.8753,8826.894,0.0727,694.2584
State,Colorado,08,<65,Dual Status,Medicare Only,4 to 5,0.1244,15510.5586,15809.8596,0.1284,1270.3226
State,Colorado,08,<65,Dual Status,Medicare Only,6+,0.0724,35956.2503,38016.349,0.2355,2681.2639
State,Colorado,08,<65,Dual Status,Medicare and Medicaid,0 to 1,0.4384,2891.5603,2975.7777,0.0692,532.0516
State,Colorado,08,<65,Dual Status,Medicare and Medicaid,2 to 3,0.2829,8860.2711,9432.3863,0.1232,1290.6439
State,Colorado,08,<65,Dual Status,Medicare and Medicaid,4 to 5,0.1585,16706.5073,18018.3062,0.182,2281.86
State,Colorado,08,<65,Dual Status,Medicare and Medicaid,6+,0.1202,39785.9169,43753.6354,0.2847,4426.329
State,Colorado,08,All,All,All,0 to 1,0.4335,2213.7292,2255.3085,0.0456,181.3215
State,Colorado,08,All,All,All,2 to 3,0.2882,6761.5164,7057.0126,0.066,475.7627
State,Colorado,08,All,All,All,4 to 5,0.1685,12734.1245,13498.5803,0.1032,913.7985
State,Colorado,08,All,All,All,6+,0.1098,30599.7378,32890.1668,0.2016,2138.6983
State,Colorado,08,All,Dual Status,Medicare Only,0 to 1,0.4447,2172.8156,2207.819,0.0401,142.8209
State,Colorado,08,All,Dual Status,Medicare Only,2 to 3,0.2918,6524.3481,6783.6393,0.0561,380.2334
State,Colorado,08,All,Dual Status,Medicare Only,4 to 5,0.1649,12371.8928,13069.3749,0.0936,756.4041
State,Colorado,08,All,Dual Status,Medicare Only,6+,0.0985,29094.273,31067.3738,0.184,1785.0225
State,Colorado,08,All,Dual Status,Medicare and Medicaid,0 to 1,0.3786,2449.7412,2529.2546,0.0664,403.4149
State,Colorado,08,All,Dual Status,Medicare and Medicaid,2 to 3,0.2705,8018.1397,8505.466,0.1048,981.9197
State,Colorado,08,All,Dual Status,Medicare and Medicaid,4 to 5,0.1857,14313.5916,15370.0782,0.1371,1600.0972
State,Colorado,08,All,Dual Status,Medicare and Medicaid,6+,0.1652,35006.2142,38225.459,0.2419,3173.9029
State,Colorado,08,65+,Sex,Female,0 to 1,0.4156,2318.5993,2368.2315,0.0369,144.0212
State,Colorado,08,65+,Sex,Female,2 to 3,0.3027,6531.6756,6797.1366,0.0521,396.4091
State,Colorado,08,65+,Sex,Female,4 to 5,0.1719,12264.9429,12937.4673,0.0854,807.5967
State,Colorado,08,65+,Sex,Female,6+,0.1099,28670.3216,30620.5796,0.1794,1914.9536
State,Colorado,08,<65,Sex,Female,0 to 1,0.4407,3391.6698,3351.2274,0.0518,499.8505
State,Colorado,08,<65,Sex,Female,2 to 3,0.2944,9332.9611,9568.1353,0.1131,1165.3235
State,Colorado,08,<65,Sex,Female,4 to 5,0.1565,16790.0512,17654.3356,0.1548,2125.7372
State,Colorado,08,<65,Sex,Female,6+,0.1085,36861.846,39877.7835,0.2572,3994.2284
State,Colorado,08,All,Sex,Female,0 to 1,0.4187,2459.4898,2497.2955,0.0402,190.7403
State,Colorado,08,All,Sex,Female,2 to 3,0.3016,6872.7548,7134.5281,0.0626,490.0307
State,Colorado,08,All,Sex,Female,4 to 5,0.1699,12784.625,13479.1718,0.0966,958.9773
State,Colorado,08,All,Sex,Female,6+,0.1097,29680.6434,31762.3396,0.1917,2171.4061
State,Colorado,08,65+,Sex,Male,0 to 1,0.4374,1906.6061,1956.5509,0.0434,130.6396
State,Colorado,08,65+,Sex,Male,2 to 3,0.2774,6326.2826,6636.4429,0.063,367.5434
State,Colorado,08,65+,Sex,Male,4 to 5,0.1727,12205.8546,13013.856,0.0969,726.4853
State,Colorado,08,65+,Sex,Male,6+,0.1125,30185.6988,32493.9085,0.1943,1810.0748
State,Colorado,08,<65,Sex,Male,0 to 1,0.5185,2169.5487,2195.6125,0.076,352.2932
State,Colorado,08,<65,Sex,Male,2 to 3,0.25,8350.2508,8848.5612,0.0993,985.3147
State,Colorado,08,<65,Sex,Male,4 to 5,0.1356,15824.4726,16918.3595,0.178,1767.2469
State,Colorado,08,<65,Sex,Male,6+,0.0959,40611.8509,44485.9271,0.2875,3901.8237
State,Colorado,08,All,Sex,Male,0 to 1,0.4503,1954.9644,2000.5171,0.0519,171.4044
State,Colorado,08,All,Sex,Male,2 to 3,0.273,6622.3569,6960.0406,0.0702,457.9135
State,Colorado,08,All,Sex,Male,4 to 5,0.1668,12675.8457,13520.9782,0.1109,861.6609
State,Colorado,08,All,Sex,Male,6+,0.1099,31639.2982,34165.8189,0.2124,2101.7035
State,Connecticut,09,65+,All,All,0 to 1,0.2688,2034.7851,2249.7042,0.0392,144.8886
State,Connecticut,09,65+,All,All,2 to 3,0.3184,5299.1397,6069.051,0.0622,343.9039
State,Connecticut,09,65+,All,All,4 to 5,0.2323,10392.4442,12293.7254,0.098,681.6498
State,Connecticut,09,65+,All,All,6+,0.1805,28307.7898,34734.7031,0.2161,1839.8532
State,Connecticut,09,65+,Dual Status,Medicare Only,0 to 1,0.2914,2049.7237,2261.1415,0.0319,133.0448
State,Connecticut,09,65+,Dual Status,Medicare Only,2 to 3,0.3353,5222.703,5975.94,0.0602,314.3066
State,Connecticut,09,65+,Dual Status,Medicare Only,4 to 5,0.226,10292.9212,12182.0809,0.097,627.1058
State,Connecticut,09,65+,Dual Status,Medicare Only,6+,0.1473,27679.4422,33968.2461,0.2115,1703.926
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,0 to 1,0.1718,1926.5308,2166.8228,0.0753,230.7158
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2465,5743.3998,6610.2251,0.0714,515.9278
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2593,10763.2027,12709.6408,0.1016,884.8457
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,6+,0.3224,29534.1427,36230.6054,0.2242,2105.1438
State,Connecticut,09,<65,All,All,0 to 1,0.3576,3028.2211,3315.8829,0.0939,484.7443
State,Connecticut,09,<65,All,All,2 to 3,0.297,7805.6869,8919.0354,0.1486,1042.3518
State,Connecticut,09,<65,All,All,4 to 5,0.1931,14140.3959,16437.7006,0.1686,1725.5526
State,Connecticut,09,<65,All,All,6+,0.1522,33994.6596,41610.2017,0.3065,3567.9169
State,Connecticut,09,<65,Dual Status,Medicare Only,0 to 1,0.4352,2632.3421,2635.043,0.1386,250.4188
State,Connecticut,09,<65,Dual Status,Medicare Only,2 to 3,0.2792,7533.8102,8050.6215,0.1423,607.8329
State,Connecticut,09,<65,Dual Status,Medicare Only,4 to 5,0.174,15540.2428,16946.634,0.126,988.6887
State,Connecticut,09,<65,Dual Status,Medicare Only,6+,0.1115,30512.7654,35371.2302,0.2751,2326.1438
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,0 to 1,0.3329,3192.54,3598.4814,0.0826,582.0065
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,2 to 3,0.3027,7885.3204,9173.3965,0.1503,1169.6237
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,4 to 5,0.1992,13752.1279,16296.5405,0.1797,1929.9326
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,6+,0.1652,34741.3027,42948.0611,0.3122,3834.1976
State,Connecticut,09,All,All,All,0 to 1,0.2811,2210.1668,2437.928,0.0573,204.8869
State,Connecticut,09,All,All,All,2 to 3,0.3155,5626.6483,6441.4336,0.08,435.164
State,Connecticut,09,All,All,All,4 to 5,0.2269,10835.1683,12783.2295,0.1091,804.9601
State,Connecticut,09,All,All,All,6+,0.1766,28988.229,35557.3628,0.2293,2046.6176
State,Connecticut,09,All,Dual Status,Medicare Only,0 to 1,0.298,2088.6331,2286.1121,0.0434,140.8835
State,Connecticut,09,All,Dual Status,Medicare Only,2 to 3,0.3327,5311.3958,6055.5596,0.0656,325.5711
State,Connecticut,09,All,Dual Status,Medicare Only,4 to 5,0.2237,10479.6188,12351.6018,0.0983,639.9708
State,Connecticut,09,All,Dual Status,Medicare Only,6+,0.1456,27778.675,34017.3835,0.214,1725.7182
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,0 to 1,0.235,2629.7171,2962.0167,0.0804,425.8351
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,2 to 3,0.2685,6689.9914,7742.9826,0.1136,804.8195
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,4 to 5,0.2357,11753.5273,13898.0931,0.1325,1231.1157
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,6+,0.2608,30827.1436,37898.6309,0.2495,2534.4888
State,Connecticut,09,65+,Sex,Female,0 to 1,0.2664,2176.6667,2407.1391,0.0332,147.9546
State,Connecticut,09,65+,Sex,Female,2 to 3,0.3313,5344.1929,6101.8901,0.0585,352.238
State,Connecticut,09,65+,Sex,Female,4 to 5,0.2277,10364.3903,12212.0971,0.093,713.2825
State,Connecticut,09,65+,Sex,Female,6+,0.1745,27453.6416,33573.4316,0.2069,1861.8638
State,Connecticut,09,<65,Sex,Female,0 to 1,0.3321,3482.3474,3769.0865,0.082,568.6973
State,Connecticut,09,<65,Sex,Female,2 to 3,0.3115,8419.1827,9552.937,0.1417,1138.3003
State,Connecticut,09,<65,Sex,Female,4 to 5,0.2027,14235.5248,16522.5706,0.1703,1839.3489
State,Connecticut,09,<65,Sex,Female,6+,0.1536,31922.8253,38740.6465,0.2855,3579.7338
State,Connecticut,09,All,Sex,Female,0 to 1,0.2743,2367.32,2606.0084,0.0485,209.3907
State,Connecticut,09,All,Sex,Female,2 to 3,0.329,5695.4493,6496.1035,0.0747,442.0299
State,Connecticut,09,All,Sex,Female,4 to 5,0.2247,10785.7119,12681.235,0.1042,835.8399
State,Connecticut,09,All,Sex,Female,6+,0.172,27935.2134,34130.2189,0.2168,2046.9709
State,Connecticut,09,65+,Sex,Male,0 to 1,0.2719,1846.4502,2040.7238,0.0476,140.8188
State,Connecticut,09,65+,Sex,Male,2 to 3,0.3009,5231.937,6020.0675,0.0676,331.4726
State,Connecticut,09,65+,Sex,Male,4 to 5,0.2386,10428.7188,12399.2735,0.1046,640.7477
State,Connecticut,09,65+,Sex,Male,6+,0.1886,29378.6077,36190.5515,0.2272,1812.2592
State,Connecticut,09,<65,Sex,Male,0 to 1,0.3821,2649.2845,2937.7163,0.1076,414.6913
State,Connecticut,09,<65,Sex,Male,2 to 3,0.2831,7157.7184,8249.5145,0.157,941.0119
State,Connecticut,09,<65,Sex,Male,4 to 5,0.1839,14039.7279,16347.8888,0.1667,1605.1301
State,Connecticut,09,<65,Sex,Male,6+,0.1509,36019.6861,44414.9268,0.3246,3556.367
State,Connecticut,09,All,Sex,Male,0 to 1,0.2898,2018.1269,2232.5352,0.0689,199.3833
State,Connecticut,09,All,Sex,Male,2 to 3,0.298,5528.6386,6363.5542,0.0874,425.3832
State,Connecticut,09,All,Sex,Male,4 to 5,0.2297,10897.6092,12912.0021,0.1152,765.973
State,Connecticut,09,All,Sex,Male,6+,0.1825,30269.3428,37293.6463,0.2436,2046.1878
State,Delaware,10,65+,All,All,0 to 1,0.2401,1973.2224,2055.6532,0.0431,118.0553
State,Delaware,10,65+,All,All,2 to 3,0.3284,4763.6752,5069.1762,0.0564,267.67
State,Delaware,10,65+,All,All,4 to 5,0.255,9334.4194,10139.8496,0.0821,551.3619
State,Delaware,10,65+,All,All,6+,0.1765,27040.5073,30229.5026,0.2053,1673.2718
State,Delaware,10,65+,Dual Status,Medicare Only,0 to 1,0.2499,1979.9523,2064.0153,0.0406,110.9107
State,Delaware,10,65+,Dual Status,Medicare Only,2 to 3,0.339,4713.1563,5019.0735,0.0538,253.9287
State,Delaware,10,65+,Dual Status,Medicare Only,4 to 5,0.2538,9199.9551,10015.6411,0.0781,522.3128
State,Delaware,10,65+,Dual Status,Medicare Only,6+,0.1573,25848.5384,28954.1418,0.1994,1518.8312
State,Delaware,10,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2396,5356.9727,5657.5863,0.0822,429.0493
State,Delaware,10,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2655,10401.2348,11125.2978,0.1104,781.8319
State,Delaware,10,65+,Dual Status,Medicare and Medicaid,6+,0.3364,31666.8143,35179.4732,0.2237,2272.6912
State,Delaware,10,<65,All,All,2 to 3,0.2867,6948.688,7198.915,0.135,813.1448
State,Delaware,10,<65,All,All,4 to 5,0.2121,13445.6855,14510.1482,0.1592,1416.4605
State,Delaware,10,<65,All,All,6+,0.1764,32951.9688,36791.3243,0.2742,3181.4494
State,Delaware,10,<65,Dual Status,Medicare Only,2 to 3,0.2915,6549.7591,6501.6454,0.1214,545.0218
State,Delaware,10,<65,Dual Status,Medicare Only,4 to 5,0.2109,12098.2267,12739.2349,0.1285,923.7939
State,Delaware,10,<65,Dual Status,Medicare Only,6+,0.1466,27444.6857,30329.9651,0.2383,2166.4038
State,Delaware,10,<65,Dual Status,Medicare and Medicaid,2 to 3,0.2833,7236.9368,7702.7317,0.1434,1006.8788
State,Delaware,10,<65,Dual Status,Medicare and Medicaid,4 to 5,0.213,14382.6909,15741.6181,0.1777,1759.0545
State,Delaware,10,<65,Dual Status,Medicare and Medicaid,6+,0.1973,35825.7281,40162.9307,0.29,3711.1111
State,Delaware,10,All,All,All,0 to 1,0.2512,2080.9372,2163.8107,0.0448,159.5705
State,Delaware,10,All,All,All,2 to 3,0.3229,5017.5647,5316.6431,0.0719,331.0519
State,Delaware,10,All,All,All,4 to 5,0.2494,9792.0614,10626.3257,0.0946,647.6596
State,Delaware,10,All,All,All,6+,0.1765,27813.6491,31087.703,0.2169,1870.5217
State,Delaware,10,All,Dual Status,Medicare Only,0 to 1,0.2565,2011.7498,2085.9979,0.0377,121.2815
State,Delaware,10,All,Dual Status,Medicare Only,2 to 3,0.336,4816.8604,5102.7872,0.0602,270.3653
State,Delaware,10,All,Dual Status,Medicare Only,4 to 5,0.251,9358.455,10164.5883,0.082,544.2689
State,Delaware,10,All,Dual Status,Medicare Only,6+,0.1566,25945.7952,29037.9738,0.2024,1558.2893
State,Delaware,10,All,Dual Status,Medicare and Medicaid,2 to 3,0.2593,6283.9363,6665.9968,0.1203,713.9627
State,Delaware,10,All,Dual Status,Medicare and Medicaid,4 to 5,0.2418,11984.2815,12960.7697,0.1436,1170.3805
State,Delaware,10,All,Dual Status,Medicare and Medicaid,6+,0.2736,33020.6201,36801.6838,0.2479,2740.9243
State,Delaware,10,65+,Sex,Female,0 to 1,0.2399,2131.8103,2224.6838,0.0377,117.0003
State,Delaware,10,65+,Sex,Female,2 to 3,0.3466,4837.891,5131.5886,0.0535,277.1601
State,Delaware,10,65+,Sex,Female,4 to 5,0.2457,9440.6404,10208.122,0.0829,590.3501
State,Delaware,10,65+,Sex,Female,6+,0.1677,26375.0204,29325.0953,0.1957,1704.3823
State,Delaware,10,<65,Sex,Female,2 to 3,0.2982,7370.3915,7621.9903,0.1464,878.1646
State,Delaware,10,<65,Sex,Female,4 to 5,0.2245,13504.9205,14600.7728,0.157,1500.6305
State,Delaware,10,<65,Sex,Female,6+,0.1896,31106.1842,34631.4461,0.2571,3031.3589
State,Delaware,10,All,Sex,Female,0 to 1,0.2456,2238.5757,2324.9397,0.0384,158.8708
State,Delaware,10,All,Sex,Female,2 to 3,0.3408,5102.6094,5391.9065,0.0701,339.9821
State,Delaware,10,All,Sex,Female,4 to 5,0.2432,9888.8775,10692.5741,0.0945,690.7422
State,Delaware,10,All,Sex,Female,6+,0.1703,27004.1928,30030.7589,0.2058,1880.8499
State,Delaware,10,65+,Sex,Male,0 to 1,0.2403,1770.9662,1840.0788,0.0502,119.401
State,Delaware,10,65+,Sex,Male,2 to 3,0.305,4655.9027,4978.5441,0.0611,253.8891
State,Delaware,10,65+,Sex,Male,4 to 5,0.2669,9209.4366,10059.5183,0.0812,505.4871
State,Delaware,10,65+,Sex,Male,6+,0.1878,27799.8545,31261.4676,0.2163,1637.7733
State,Delaware,10,<65,Sex,Male,2 to 3,0.275,6481.115,6729.8208,0.1213,741.0526
State,Delaware,10,<65,Sex,Male,4 to 5,0.1995,13377.5425,14405.8948,0.1617,1319.6325
State,Delaware,10,<65,Sex,Male,6+,0.163,35147.4581,39360.4157,0.2927,3359.9763
State,Delaware,10,All,Sex,Male,0 to 1,0.2581,1894.7839,1973.5355,0.0533,160.3968
State,Delaware,10,All,Sex,Male,2 to 3,0.3006,4897.9395,5210.7765,0.0745,318.4906
State,Delaware,10,All,Sex,Male,4 to 5,0.2571,9678.4307,10548.5714,0.0947,597.0945
State,Delaware,10,All,Sex,Male,6+,0.1842,28742.2985,32300.2832,0.2295,1858.6725
State,District of Columbia,11,65+,All,All,2 to 3,0.2869,5053.5636,5576.5802,0.0761,439.4964
State,District of Columbia,11,65+,All,All,4 to 5,0.2062,10463.5636,11999.7997,0.1146,823.7414
State,District of Columbia,11,65+,All,All,6+,0.1637,32203.6194,38696.6999,0.2496,2295.0448
State,District of Columbia,11,65+,Dual Status,Medicare Only,2 to 3,0.303,5146.7987,5618.6246,0.0634,382.7379
State,District of Columbia,11,65+,Dual Status,Medicare Only,4 to 5,0.1908,10451.3958,11882.5104,0.1101,735.501
State,District of Columbia,11,65+,Dual Status,Medicare Only,6+,0.112,27615.3373,32820.301,0.2155,1848.2428
State,District of Columbia,11,65+,Dual Status,Medicare and Medicaid,2 to 3,0.2506,4800.1906,5462.3216,0.1062,593.7416
State,District of Columbia,11,65+,Dual Status,Medicare and Medicaid,4 to 5,0.2409,10485.2211,12208.5642,0.1224,980.8013
State,District of Columbia,11,65+,Dual Status,Medicare and Medicaid,6+,0.2798,36331.4249,43983.3476,0.2737,2697.006
State,District of Columbia,11,<65,All,All,0 to 1,0.3584,2039.9611,2219.1878,0.1734,535.1195
State,District of Columbia,11,<65,All,All,2 to 3,0.2593,7479.3284,8388.5181,0.1555,1236.5699
State,District of Columbia,11,<65,All,All,4 to 5,0.1933,14701.8026,17319.1928,0.1972,1851.8353
State,District of Columbia,11,<65,All,All,6+,0.1891,44985.6808,55204.1089,0.3536,4786.3678
State,District of Columbia,11,<65,Dual Status,Medicare Only,6+,0.0955,42420.8107,50044.5152,0.3575,2724.8322
State,District of Columbia,11,<65,Dual Status,Medicare and Medicaid,2 to 3,0.267,7498.1427,8528.9164,0.163,1289.1386
State,District of Columbia,11,<65,Dual Status,Medicare and Medicaid,4 to 5,0.2027,14580.0476,17279.2709,0.2044,1918.1056
State,District of Columbia,11,<65,Dual Status,Medicare and Medicaid,6+,0.2037,45173.2928,55581.5165,0.3534,4937.1625
State,District of Columbia,11,All,All,All,0 to 1,0.3462,1738.0642,1857.0579,0.0984,231.9985
State,District of Columbia,11,All,All,All,2 to 3,0.2815,5483.8185,6075.3301,0.102,580.8723
State,District of Columbia,11,All,All,All,4 to 5,0.2037,11238.0606,12971.8671,0.138,1011.6155
State,District of Columbia,11,All,All,All,6+,0.1686,34965.4645,42263.4881,0.2812,2833.3498
State,District of Columbia,11,All,Dual Status,Medicare Only,2 to 3,0.2988,5214.7337,5669.2435,0.0651,395.9764
State,District of Columbia,11,All,Dual Status,Medicare Only,4 to 5,0.1882,10621.9942,12065.1747,0.1101,750.1514
State,District of Columbia,11,All,Dual Status,Medicare Only,6+,0.1113,28180.258,33477.5118,0.2234,1881.6901
State,District of Columbia,11,All,Dual Status,Medicare and Medicaid,0 to 1,0.2679,1764.3598,1972.2864,0.1152,427.4375
State,District of Columbia,11,All,Dual Status,Medicare and Medicaid,2 to 3,0.2572,5924.1619,6739.8701,0.14,883.4452
State,District of Columbia,11,All,Dual Status,Medicare and Medicaid,4 to 5,0.2256,11961.8647,14037.1219,0.1635,1318.8045
State,District of Columbia,11,All,Dual Status,Medicare and Medicaid,6+,0.2493,39230.7946,47786.5462,0.3066,3431.584
State,District of Columbia,11,65+,Sex,Female,2 to 3,0.2999,5046.4062,5553.5765,0.0705,440.3106
